Tweet,total_characters,count_sentences,avg_words_length,count_words,count_unique_words,num_uppercase_chars,num_lowercase_chars,num_uppercase_words,num_lowercase_words,count_punctuations,count_blanks,count_numbers,count_special_characters,coleman_liau_index,gunning_fog,ari,dale_chall_readability,smog_index,linsear_write,flesch_kincaid_grade_level,flesch_reading_ease,Class
What? your favorite geological phenomenon? Mine is the aurora borealis or northern lights. They are caused by charged particles from the sun interacting with the Earth? atmosphere. They create beautiful colors and shapes in the sky. #geologybeauty,247,6,5.702702703,37,33,5,199,0,32,7,36,0,7,18.65297297,16.52072072,13.87364865,1.8352,19.28718652,1.351351351,6,65.67313063,0
"I just learned about this cool concept called the rock cycle. It? a model that describes how rocks change from one form to another over time. For example, igneous rocks can become sedimentary rocks or metamorphic rocks. #geologybasics",234,4,5.184210526,38,36,3,188,1,35,6,37,0,6,17.29263158,14.32631579,11.58,1.8848,15.90318901,0.947368421,6,72.51881579,0
"Have you ever wondered how geologists date rocks? They use different methods, such as radiometric dating, relative dating, or fossil correlation. They can determine the age of rocks and events in Earth? history. #geochronology",226,4,5.676470588,34,32,4,181,0,30,8,33,0,8,19.80235294,15.16470588,14.99019608,1.6864,18.24360595,1.205882353,7,61.35455882,0
1. Welcome to the eternal city! #AncientRome was the largest city in the world 2000 years ago! ???,98,6,4.5,18,16,3,66,0,13,7,17,5,7,6.346666667,10.08888889,8.19,0.8928,3.1291,1.111111111,-4,128.59,0
"2. Did you know? Rome was founded in 753 BC by its first king, Romulus. #RomeFacts",82,3,4.1875,16,16,7,51,1,9,5,15,4,5,8.785,12.13333333,4.197916667,0.7936,11.20814326,0.8125,0,106.2466667,0
3. Ancient Romans built an extensive system of roads and walls - the roads are still in use today! #RomanEngineering,116,2,4.85,20,19,4,88,0,15,4,19,1,4,15.344,12,10.417,0.992,8.841846275,0.95,1,103.625,0
4. #FunFact: The Romans were among the first to use concrete in construction! #AncientRome,90,2,5.5,14,14,6,65,0,9,5,13,1,5,17.77142857,11.37142857,11.67571429,0.6944,8.841846275,1.071428571,1,97.00142857,0
5. The Romans developed a democratic system of government known as the Republic. #RomeHistory,93,2,5.714285714,14,14,5,71,0,9,3,13,1,3,19.03142857,17.08571429,10.84547619,0.6944,14.55459255,1.285714286,8,48.65857143,0
"6. Julius Caesar was not the first emperor of Rome, but he paved the way. #CaesarFacts",86,2,4.4375,16,15,5,61,0,11,4,15,1,4,12.105,13.2,5.375416667,0.7936,8.841846275,1.125,2,98.2525,0
"7. The first Roman Emperor was Augustus, who took power after Caesar? assassination. #Augustus",94,3,5.785714286,14,14,6,69,0,7,5,13,1,5,17.33714286,16.15238095,11.18190476,0.6944,13.0238668,0.857142857,5,69.15547619,0
"8. At its peak, the Roman Empire stretched from Britain to Egypt. #RomeInADay",77,2,5,13,13,9,51,0,6,4,12,1,4,14.47384615,11.83076923,7.185128205,0.6448,8.841846275,0.615384615,1,102.6221154,0
"9. The Romans built the Colosseum, one of the greatest architectural feats in history! #Colosseum",97,2,5.533333333,15,14,4,74,0,10,4,14,1,4,18.27733333,16.33333333,12.15,0.744,14.55459255,1.466666667,3,86.4225,0
"10. Gladiatorial contests, chariot races, and theatre were popular forms of entertainment in Ancient Rome. #RomanLife",117,2,6.375,16,16,5,90,0,11,5,15,2,5,23.4975,20.7,14.50104167,0.7936,14.55459255,1.3125,7,55.9525,0
11. #DidYouKnow: Romans used a complex system of aqueducts to deliver fresh water to cities and towns. #RomanEngineering,120,2,5.722222222,18,17,6,90,0,14,5,17,2,5,20.11111111,14.71111111,11.92333333,0.8928,13.0238668,1.055555556,8,56.7,0
"12. Ancient Romans enjoyed a diverse diet that included fruits, vegetables, meat, and fish. #RomanCuisine",105,2,6.066666667,15,15,4,79,0,11,6,14,2,6,21.41333333,19,12.784,0.744,13.0238668,1.133333333,6,63.8625,0
13. The Romans introduced public health programs and built hospitals. #RomanInnovation,86,2,6.909090909,11,11,4,67,0,7,3,10,2,3,24.78909091,13.10909091,15.51424242,0.5456,13.0238668,0.909090909,5,70.50704545,0
"14. Romans believed in a pantheon of gods and goddesses, adopting many from the Greek tradition. #RomanReligion",111,2,5.588235294,17,17,4,85,0,13,4,16,2,4,19.11058824,17.51764706,11.04862745,0.8432,14.55459255,1.294117647,6,63.84279412,0
15. Rome's legal system has influenced the western world for centuries. #RomanLaw,81,2,5.833333333,12,12,3,61,0,10,4,11,2,4,18.95666667,12.4,10.7925,0.5952,11.20814326,0.833333333,3,80.895,0
"16. The Romans were skilled in art and architecture, leaving behind a rich heritage. #RomeArt",93,2,5.266666667,15,15,4,69,0,11,4,14,2,4,16.70933333,13.66666667,9.016,0.744,11.20814326,0.733333333,5,69.5025,0
"17. Latin, the language of Rome, is the precursor to the Romance languages. #LatinFacts",87,2,5.285714286,14,12,5,62,0,9,5,13,2,5,16.51142857,17.08571429,8.826904762,0.6944,11.20814326,1.5,1,97.00142857,0
18. The fall of the Roman Empire in 476 AD marked the end of Ancient Rome and the beginning of the Middle Ages. #RomeHistory,124,2,4.208333333,24,19,11,82,1,13,3,23,5,3,12.11333333,11.46666667,6.12,1.1904,8.841846275,0.625,0,113.58,0
"19. Slavery was a common part of Roman society, with slaves coming from conquered territories. #RomanSociety",108,2,5.8125,16,16,4,83,0,12,4,15,2,4,20.19,15.7,11.85166667,0.7936,15.90318901,1.0625,9,45.3775,0
20. The Roman army was a formidable force and played a key role in the expansion of the empire. #RomanArmy,106,2,4.35,20,18,4,78,0,16,3,19,2,3,12.404,14,5.924333333,0.992,13.0238668,1.15,4,86.705,0
"21. Romans used a solar calendar, similar to the one we use today. Thanks Julius Caesar! #RomanCalendar",103,3,5.117647059,17,17,6,74,0,11,5,16,2,5,14.60235294,16.38431373,8.832156863,0.8432,13.0238668,1.529411765,6,61.74215686,0
"23. the Roman Empire, lasting from 27 B.C. to 180 A.D. #PaxRomana",65,5,4.5,12,12,8,32,4,4,7,11,7,7,3.716666667,7.626666667,-1.086904762,0.5952,8.841846275,0.416666667,-4,126.849,0
24. #RomeFact: The city of Rome is believed to have been named after its founder Romulus.,89,2,4.625,16,16,5,63,0,11,4,15,2,4,13.2075,13.2,7.88625,0.7936,13.0238668,0.9375,2,92.965,0
"25. The Romans built over 50,000 miles of road to connect their vast empire. #RomanEngineering",94,2,5.333333333,15,15,4,65,0,10,4,14,7,4,17.10133333,8.333333333,9.33,0.744,11.20814326,0.533333333,2,92.0625,0
26. Roman women had a relatively high degree of freedom compared to other ancient civilizations. #RomanWomen,108,2,5.8125,16,16,3,85,0,13,3,15,2,3,20.19,20.7,11.85166667,0.7936,13.0238668,1.4375,7,55.9525,0
27. The iconic Roman toga was a symbol of Roman citizenship. #RomanFashion,74,2,5.25,12,11,5,53,0,7,3,11,2,3,15.52666667,12.4,8.045,0.5952,11.20814326,0.833333333,6,59.745,0
"28. Roman numerals are still used today in various contexts, such as in book chapters and clock faces. #RomanNumerals",117,2,5.210526316,19,18,3,90,0,16,4,18,2,4,17.29263158,12.22105263,9.74877193,0.9424,13.0238668,1,7,63.61355263,0
"29. Romans used a system of letters to represent numbers. I=1, V=5, X=10, L=50, C=100, D=500, M=1000. #RomanNumerals",116,3,5.5,18,18,10,54,7,8,17,17,18,17,17.16,6.844444444,9.603333333,0.8928,8.841846275,0.444444444,0,106.745,0
30. Roman society was divided into patricians (nobles) and plebeians (commoners). #RomanSociety,95,2,7,12,12,3,72,0,9,7,11,2,7,25.81666667,22.4,16.2875,0.5952,14.55459255,1.583333333,8,45.645,0
"31. The Roman Forum was the heart of political, commercial and judicial life in Ancient Rome. #RomanForum",105,2,5.235294118,17,17,7,76,0,10,4,16,2,4,17.03529412,15.16470588,9.38627451,0.8432,14.55459255,0.941176471,6,68.81926471,0
"32. Rome's Pantheon, built in 2nd century A.D., is still the world's largest unreinforced concrete dome. #Pantheon",114,4,5.764705882,17,17,5,81,2,14,9,16,3,9,16.66588235,13.46470588,7.242631579,0.8432,11.20814326,1.058823529,1,98.01536765,0
"33. The Romans had gods for nearly everything! Mars was the god of war, Venus the goddess of love. #RomanGods",109,3,4.5,20,18,6,77,0,14,5,19,2,5,11.806,8.666666667,6.630833333,0.992,11.20814326,0.65,1,102.7783333,0
"34. Ancient Romans loved a good party! Saturnalia, held in December, was a festival of feasting and gift-giving. #Saturnalia",124,3,5.578947368,19,18,5,92,0,14,7,18,2,7,17.90105263,17.27017544,11.48403509,0.9424,14.55459255,1.105263158,6,62.37508772,0
35. #DidYouKnow: The Romans even had indoor plumbing and heated floors! #RomanInnovation,88,2,6.416666667,12,12,7,63,0,7,5,11,2,5,22.38666667,15.73333333,15.325,0.5952,11.20814326,1.083333333,4,73.845,0
36. The Romans built bridges and walls - many of which still stand today. #RomanEngineering,91,2,5.133333333,15,15,4,67,0,10,4,14,2,4,15.92533333,8.333333333,8.388,0.744,8.841846275,0.533333333,2,92.0625,0
37. The Roman Empire had a population of about 60 million people at its height. #RomanEmpire,92,2,4.8125,16,16,5,65,0,10,3,15,4,3,14.31,18.2,7.141666667,0.7936,11.20814326,1,2,92.965,0
38. #RomeFact: The city of Rome had a population of over a million people by the 2nd century A.D.,97,3,4.157894737,19,17,6,65,2,14,5,18,3,5,9.545263158,13.05964912,3.804833333,0.9424,13.0238668,0.947368421,-1,115.8066667,0
"39. The Romans were great engineers and architects - their aqueducts, bridges, and roads are testament to that! #RomanEngineering",129,2,5.842105263,19,18,4,99,0,14,6,18,2,6,21.00631579,14.32631579,14.80263158,0.9424,14.55459255,1.157894737,6,72.51881579,0
"40. Romans were quite health conscious - they built gymnasiums, baths, and even had medical schools. #RomanHealth",113,2,5.705882353,17,17,3,86,0,13,6,16,2,6,19.80235294,15.16470588,11.6027451,0.8432,13.0238668,0.941176471,4,83.74867647,0
41. Roman law formed the basis for many modern legal systems. #RomanLaw,71,2,5,12,12,3,52,0,9,3,11,2,3,14.05666667,5.733333333,6.8675,0.5952,8.841846275,0.333333333,3,80.895,0
"42. The Romans left a lasting legacy in the fields of architecture, engineering, law, language, and government. #RomanLegacy",124,2,5.944444444,18,18,4,94,0,14,7,17,2,7,21.41777778,16.93333333,12.97,0.8928,15.90318901,1.222222222,6,66.1,0
"#1: Recep Tayyip Erdogan, a name synonymous with Turkish politics. A leader who has transformed Turkey in countless ways.",121,2,5.421052632,19,19,6,91,1,12,5,18,1,5,18.53052632,20.64210526,12.57157895,0.9424,11.20814326,1.210526316,5,76.97144737,0
#2: Erdogan's leadership has seen Turkey rise as a significant regional power. His vision is bold and unyielding.,113,2,5.333333333,18,18,3,87,0,15,5,17,1,5,17.82444444,19.15555556,11.85333333,0.8928,11.20814326,1.166666667,4,80.2,0
#3: Erdogan's ambitious infrastructure projects have modernized Turkey's cities. A vision turned into reality.,110,2,6.928571429,14,14,3,87,1,12,6,13,1,6,26.17142857,25.65714286,18.06785714,0.6944,13.0238668,1.5,8,48.65857143,0
#4: Critics argue that Erdogan's administration has eroded democratic norms. It's a contentious point of debate.,112,2,6.0625,16,16,3,87,0,14,6,15,1,6,21.66,20.7,14.656875,0.7936,15.90318901,1.25,8,50.665,0
#5: Erdogan's political maneuvering has kept him in power for nearly two decades. A testament to his political savvy.,117,2,5.210526316,19,18,2,91,1,17,5,18,1,5,17.29263158,18.53684211,11.58,0.9424,11.20814326,1.052631579,3,90.32934211,0
#6: Erdogan's approach to foreign policy has placed Turkey in a complex geopolitical dance.,91,1,5.571428571,14,14,2,71,0,12,4,13,1,4,20.30571429,22.74285714,15.84857143,0.6944,11.20814326,1.214285714,9,53.63928571,0
#7: Erdogan has pushed for Turkey to have a larger role on the international stage. A reflection of his aspirations.,116,2,4.85,20,20,3,89,1,16,4,19,1,4,15.344,14,10.1815,0.992,8.841846275,0.75,3,90.935,0
#8: Erdogan's vision for a "New Turkey" is ambitious. It has reshaped Turkey's identity in the 21st century.,108,2,5.055555556,18,18,5,75,0,14,8,17,3,8,16.19111111,21.37777778,10.545,0.8928,11.20814326,1.333333333,2,94.3,0
#9: Erdogan's economic policies have seen periods of growth but also significant instability. A mixed bag.,106,2,5.6875,16,16,2,83,1,14,5,15,1,5,19.455,18.2,12.890625,0.7936,14.55459255,1,8,50.665,0
"#10: Under Erdogan's leadership, Turkey has seen a significant crackdown on press freedom. A worrying trend.",108,2,5.8125,16,16,4,81,1,12,6,15,2,6,20.19,18.2,13.479375,0.7936,11.20814326,0.9375,4,82.39,0
#11: Erdogan's pivot towards a presidential system has been a major shift in Turkish governance.,96,1,5.466666667,15,14,2,74,0,13,4,14,2,4,19.85866667,14,15.9,0.744,11.20814326,0.466666667,8,67.53,0
#12: Erdogan's relationship with the EU has been turbulent. It has defined a new era in Turkey-EU relations.,108,2,5.055555556,18,17,7,76,2,14,6,17,2,6,16.19111111,16.93333333,10.545,0.8928,11.20814326,1.166666667,2,99,0
#13: Erdogan's ability to connect with the conservative base in Turkey has been key to his enduring popularity.,111,1,5.222222222,18,17,2,86,0,16,4,17,2,4,18.81555556,20.53333333,16.35333333,0.8928,11.20814326,1.277777778,8,66.365,0
#14: Erdogan's leadership has seen a resurgence of Ottoman symbolism. A nod to Turkey's historic past.,102,2,5.4375,16,16,4,75,1,13,6,15,2,6,17.985,20.7,11.713125,0.7936,8.841846275,1.0625,3,87.6775,0
#15: Erdogan's stance on the Kurdish issue remains a contentious point both domestically and internationally.,109,1,6.333333333,15,15,2,87,0,13,4,14,2,4,24.95466667,22,19.982,0.744,13.0238668,1.133333333,9,56.25,0
#16: Erdogan has used populist tactics to retain his popularity. It's a divisive approach.,90,2,5.5,14,14,2,68,0,12,5,13,2,5,17.77142857,19.94285714,11.33928571,0.6944,11.20814326,1.142857143,6,66.78714286,0
#17: Erdogan's administration has faced accusations of corruption. A challenge to his leadership's legitimacy.,110,2,6.928571429,14,14,2,87,1,13,6,13,2,6,26.17142857,22.8,18.06785714,0.6944,15.90318901,1.428571429,12,24.48714286,0
#18: Erdogan's influence over Turkish media has sparked concerns over the state of democracy in Turkey.,103,1,5.5,16,15,3,79,0,13,4,15,2,4,20.2025,18.9,16.59625,0.7936,3.1291,0.9375,4,95.42,0
#19: Erdogan's vision for Turkey's future is shaped by a blend of nationalism and conservatism.,95,1,5.4,15,15,2,72,0,14,5,14,2,5,19.46666667,22,15.586,0.744,11.20814326,1.2,8,67.53,0
#20: Erdogan's approach to the Syrian crisis has brought both praise and criticism. It's a complex issue.,105,2,5.235294118,17,17,3,78,0,15,6,16,2,6,17.03529412,17.51764706,11.08,0.8432,8.841846275,1.058823529,3,88.72514706,0
#21: Erdogan's handling of the coup attempt in 2016 was decisive. A critical moment in his leadership.,102,2,5.058823529,17,16,2,73,1,14,5,16,6,5,15.99764706,12.81176471,10.24882353,0.8432,11.20814326,0.764705882,0,108.6310294,0
#22: Erdogan's legacy in Turkish politics will undoubtedly be significant. But will it be positive or negative?,111,2,5.588235294,17,15,3,85,0,14,5,16,2,5,19.11058824,19.87058824,13.01941176,0.8432,13.0238668,1.176470588,4,78.77220588,0
#23: Erdogan's handling of the COVID-19 crisis revealed the strengths and weaknesses of his administration.,107,1,6.2,15,13,6,78,1,13,5,14,4,5,24.17066667,16.66666667,19.354,0.744,11.20814326,0.933333333,6,78.81,0
#24: Erdogan's relationship with Russia has seen both cooperation and tension. A delicate balance.,98,2,6.071428571,14,14,3,75,1,11,5,13,2,5,21.13142857,22.8,14.03071429,0.6944,13.0238668,1.428571429,5,72.83,0
#25: Erdogan's stance on human rights has been widely criticized. It's a major issue for many.,94,2,4.9375,16,16,2,69,0,15,6,15,2,6,15.045,13.2,9.358125,0.7936,8.841846275,0.5625,1,103.54,0
#27: Erdogan's administration has overseen the expansion of Turkey's military capabilities.,91,1,7.363636364,11,11,2,72,0,10,5,10,2,5,30.15272727,29.85454545,22.60636364,0.5456,13.0238668,1.818181818,11,34.16090909,0
"#28: Erdogan's policy on refugees is a humanitarian effort, but it also serves as a tool in geopolitical negotiations.",118,1,5.263157895,19,18,1,92,0,18,5,18,2,5,19.16,20.23157895,17.07368421,0.9424,14.55459255,1,12,40.61315789,0
#29: Erdogan's position on Israel-Palestine conflict is a key aspect of his foreign policy.,91,1,5.571428571,14,14,3,68,0,12,5,13,2,5,20.30571429,19.88571429,15.84857143,0.6944,11.20814326,1.214285714,9,53.63928571,0
#30: Erdogan's economic policies have led to high inflation rates. A serious concern for many Turkish citizens.,111,2,5.588235294,17,17,3,85,1,14,5,16,2,5,19.11058824,17.51764706,12.74235294,0.8432,14.55459255,0.941176471,6,63.84279412,0
"#31: Erdogan's impact on Turkish education is profound, with a focus on religious and nationalist themes.",105,1,5.625,16,15,2,81,0,14,5,15,2,5,20.9375,18.9,17.185,0.7936,13.0238668,0.9375,11,47.8325,0
#32: Erdogan's AK Party has been a dominant force in Turkish politics for almost two decades.,93,1,4.875,16,16,5,67,1,12,4,15,2,4,16.5275,16.4,13.6525,0.7936,13.0238668,0.625,6,79.5575,0
#33: Erdogan's leadership has been marked by both economic growth and political turbulence.,91,1,6.076923077,13,13,1,72,0,12,4,12,2,4,23.08307692,20.58461538,17.67769231,0.6448,11.20814326,1,9,56.97846154,0
#34: Erdogan's tenure has seen an increased role for religion in public life. A major shift from Ataturk's secular vision.,122,2,5.15,20,20,3,92,1,18,6,19,2,6,17.108,18,11.5945,0.992,8.841846275,0.8,2,95.165,0
#35: Erdogan's policies on women's rights have sparked controversy and protests.,80,1,6.363636364,11,11,1,62,0,11,5,10,2,5,24.27272727,15.30909091,17.89636364,0.5456,11.20814326,0.636363636,8,57.23363636,0
#36: Erdogan's leadership has seen a growing divide between urban and rural Turkey.,83,1,5.461538462,13,13,2,63,0,11,4,12,2,4,19.46461538,20.58461538,14.77923077,0.6448,3.1291,1,5,83.00923077,0
#37: Erdogan's stance on Cyprus issue remains a source of tension with Greece and the EU.,89,1,4.625,16,16,5,63,1,12,4,15,2,4,15.0575,21.4,12.475,0.7936,3.1291,1.1875,1,116.57,0
"#38: Erdogan's vision for Turkey's place in NATO is complex, often straddling East and West.",92,1,5.2,15,15,8,62,1,11,6,14,2,6,18.29066667,14,14.644,0.744,3.1291,0.6,2,107.01,0
#39: Erdogan's relationship with the US has seen ups and downs. It's a critical aspect of Turkey's foreign policy.,114,2,5.052631579,19,19,5,82,1,17,7,18,2,7,16.36421053,16.43157895,10.83631579,0.9424,8.841846275,1,1,103.6872368,0
"""Rule of Law is the foundation of a free and just society. It's not just a phrase, it's a principle that guides us toward fairness. #RuleOfLaw""",143,2,4.538461538,26,22,6,104,0,24,8,25,0,8,14.26307692,14.43076923,8.083717949,1.2896,13.0238668,0.923076923,5,83.00923077,0
"""Under the #RuleOfLaw, no one is above the law, not even those in power. This ensures everyone is treated equally and fairly.""",126,2,4.772727273,22,20,5,93,0,19,7,21,0,7,15.18545455,17.12727273,7.591594203,1.0912,13.0238668,1.363636364,5,80.30636364,0
"""The #RuleOfLaw safeguards against arbitrary governance. It's about having laws that are clear, publicized, stable and just.""",125,2,6.411764706,17,17,5,96,0,15,8,16,0,8,23.95294118,19.87058824,13.49333333,0.8432,15.90318901,1.529411765,9,43.93691176,0
"""Law should not only exist but should also be followed and enforced. That's the essence of the #RuleOfLaw.""",107,2,5,18,16,5,79,0,16,6,17,0,6,15.86444444,12.48888889,7.517719298,0.8928,13.0238668,0.888888889,2,99,0
"""The #RuleOfLaw is about checks and balances. It prevents the abuse of power by establishing clear and enforceable boundaries.""",127,2,5.736842105,19,18,5,99,0,16,5,18,0,5,20.38736842,18.53684211,11.10533333,0.9424,15.90318901,1.368421053,6,68.06618421,0
"""The protection of fundamental human rights is a key aspect of the #RuleOfLaw. It allows for dignity, freedom, and equality.""",125,2,5.3,20,19,5,94,0,17,7,19,0,7,17.99,16,9.432857143,0.992,11.20814326,1.3,4,82.475,0
"""Without the #RuleOfLaw, there is no accountability. It ensures those who break the law face justice, regardless of their status.""",130,2,5.55,20,19,5,99,0,17,7,19,0,7,19.46,16,10.55428571,0.992,14.55459255,1.1,6,69.785,0
"""The #RuleOfLaw promotes transparency in governance, ensuring that authorities' actions can be scrutinized by the public.""",122,1,6.6875,16,16,4,97,0,14,6,15,0,6,27.185,26.4,16.34411765,0.7936,15.90318901,1.6875,12,37.2575,0
"""The #RuleOfLaw allows for dispute resolution in a civil manner, preventing escalation into violence or chaos.""",111,1,6,16,16,4,87,0,14,5,15,0,5,23.1425,21.4,13.29647059,0.7936,11.20814326,1.1875,5,84.845,0
"""The #RuleOfLaw serves as a protective barrier against tyranny and dictatorship, ensuring the balance of power.""",112,1,6.0625,16,16,4,88,0,14,5,15,0,5,23.51,26.4,13.57352941,0.7936,13.0238668,1.75,9,58.4075,0
"""Living under the #RuleOfLaw means having predictable and established legal procedures that are applied fairly and consistently.""",129,1,6.647058824,17,16,4,105,0,15,4,16,0,4,27.07764706,23.27058824,16.56333333,0.8432,15.90318901,1.647058824,10,50.23882353,0
"""The #RuleOfLaw doesn't mean having many laws. It's about having effective laws that serve the public interest.""",112,2,5.647058824,17,16,5,84,0,16,7,16,0,7,19.45647059,12.81176471,10.09166667,0.8432,8.841846275,0.823529412,2,98.67808824,0
"""The #RuleOfLaw ensures the right to a fair trial. Everyone accused of a crime should have the chance to defend themselves.""",124,2,4.952380952,21,18,5,94,0,18,5,20,0,5,16.10095238,13.72380952,8.141666667,1.0416,14.55459255,0.952380952,4,87.40607143,0
"""The #RuleOfLaw is crucial for the protection of minorities and vulnerable groups, ensuring their rights are upheld.""",117,1,5.941176471,17,17,4,92,0,15,5,16,0,5,22.92705882,20.91764706,13.42333333,0.8432,13.0238668,1.470588235,8,65.16823529,0
"""In a society governed by the #RuleOfLaw, citizens have the power to participate in decision-making processes.""",111,1,6,16,15,4,86,0,15,6,15,0,6,23.1425,23.9,13.29647059,0.7936,15.90318901,1.5625,9,58.4075,0
"""The #RuleOfLaw means effective law enforcement, but also respectful of human rights and civil liberties.""",106,1,6.133333333,15,15,4,83,0,13,5,14,0,5,23.77866667,19.33333333,13.479375,0.744,13.0238668,1.133333333,10,50.61,0
"""In essence, the #RuleOfLaw means justice, security, and predictability. It's the backbone of any thriving democracy.""",118,2,6.4375,16,15,5,89,0,14,9,15,0,9,23.865,20.7,13.26509804,0.7936,17.1224134,1.75,10,40.09,0
"""A strong and independent judiciary is vital for upholding the #RuleOfLaw and ensuring accountability.""",103,1,6.428571429,14,13,4,82,1,12,4,13,0,4,25.34571429,22.74285714,14.348,0.6944,14.55459255,1.571428571,11,41.55357143,0
"""The #RuleOfLaw encourages economic growth by creating a stable environment where businesses can thrive.""",105,1,6.571428571,14,14,4,84,0,12,4,13,0,4,26.18571429,22.74285714,14.976,0.6944,15.90318901,1.285714286,13,29.46785714,0
"""The #RuleOfLaw is not a luxury, it's a necessity. It's what allows societies to evolve peacefully and equitably.""",114,2,5.388888889,18,17,5,84,0,17,8,17,0,8,18.15111111,19.15555556,9.252982456,0.8928,17.1224134,1.333333333,9,47.3,0
"1/40. Starting a thread on Saddam Hussein, the former president of Iraq. Remember, history helps us learn from the past. #SaddamHussein #History",144,3,5.590909091,22,21,8,104,0,14,8,21,3,8,18.65090909,13.84242424,10.86454545,1.0912,14.55459255,0.954545455,4,80.18257576,0
"2/40. Born in 1937, Saddam Hussein grew up in Tikrit, Iraq. His challenging childhood greatly influenced his future rule. #IraqiHistory",135,3,5.8,20,19,8,94,0,11,7,19,7,7,19.45,16.66666667,11.4495,0.992,8.841846275,1.15,3,85.85833333,0
"3/40. Saddam Hussein joined the Arab Ba'ath Socialist Party at a young age, a decision that would shape Iraq's future. #MiddleEast",130,2,5.238095238,21,20,9,91,0,14,7,20,3,7,17.78095238,17.53333333,10.33,1.0416,13.0238668,1.238095238,6,67.26321429,0
4/40. The Ba'ath Party aimed to unite the Arab world and eliminate Western influence. It became key to Saddam's rise. #ArabNationalism,134,3,5.428571429,21,20,9,95,0,14,7,20,3,7,17.49142857,14.22857143,9.903571429,1.0416,11.20814326,1.19047619,5,74.84428571,0
"5/40. In 1968, the Ba'ath Party seized power in Iraq, with Ahmed Hassan al-Bakr as president and Saddam as his deputy. #IraqiHistory",132,2,5.045454545,22,21,10,86,0,13,8,21,7,8,16.78909091,11.67272727,9.64030303,1.0912,11.20814326,0.818181818,4,84.15181818,0
"6/40. As deputy, Saddam Hussein started to consolidate power. He controlled internal security forces to suppress dissent. #Authoritarianism",139,3,6.777777778,18,17,5,108,0,12,6,17,3,6,24.67333333,17.95555556,15.62166667,0.8928,14.55459255,1.277777778,8,45.645,0
"7/40. In 1979, Saddam took over as president of Iraq. His rule was marked by authoritarianism, repression, and conflict. #SaddamHussein",135,3,5.8,20,20,6,95,0,13,8,19,7,8,19.45,10.66666667,11.4495,0.992,11.20814326,0.75,5,73.16833333,0
"8/40. Saddam Hussein initiated a costly and brutal war with Iran in 1980, lasting 8 years and resulting in significant casualties. #IranIraqWar",143,2,5.545454545,22,20,6,103,0,15,5,21,8,5,19.72909091,17.12727273,11.99530303,1.0912,14.55459255,1.181818182,4,84.15181818,0
"9/40. The Iran-Iraq War saw the use of chemical weapons, a horrific act that drew international condemnation. #ChemicalWeapons",126,2,6.055555556,18,18,6,94,0,13,6,17,3,6,22.07111111,19.15555556,13.49333333,0.8928,11.20814326,1.333333333,5,75.5,0
"10/40. In 1990, Saddam invaded Kuwait, igniting the Gulf War. His act of aggression was met with a UN-led coalition response. #GulfWar",134,3,5.136363636,22,22,10,87,1,13,8,21,8,8,15.97818182,13.84242424,8.723636364,1.0912,3.1291,0.954545455,1,99.40984848,0
"11/40. The Gulf War ended in 1991 with Iraq's defeat. However, Saddam remained in power, leading to years of economic sanctions. #Iraq",134,3,5.136363636,22,21,7,90,0,14,8,21,8,8,15.97818182,15.66060606,8.723636364,1.0912,11.20814326,1.181818182,2,91.71893939,0
"12/40. Post-Gulf War, Hussein's regime brutally suppressed uprisings by the Kurds and Shiites, leading to further humanitarian crises. #KurdishUprising",151,2,7,19,19,8,113,0,13,8,18,4,8,27.81473684,22.74736842,18.17719298,0.9424,14.55459255,1.578947368,8,54.70828947,0
"13/40. Despite sanctions and war, Saddam sought to maintain an image of prosperity and strength, famously building numerous palaces. #SaddamHussein",147,2,6.4,20,19,4,114,0,16,6,19,4,6,24.458,24,15.57983333,0.992,13.0238668,1.7,7,61.325,0
14/40. Saddam's regime was characterized by the cult of personality. His portraits and statues dominated public spaces. #CultOfPersonality,138,3,6.722222222,18,18,5,106,0,15,6,17,4,6,24.34666667,17.95555556,15.36,0.8928,14.55459255,1.333333333,9,40.945,0
"15/40. In 2003, the US-led coalition invaded Iraq on the grounds of suspected WMDs. This marked the beginning of Saddam's end. #IraqWar",135,3,5.181818182,22,19,11,87,1,15,8,21,8,8,16.24545455,12.02424242,8.937727273,1.0912,8.841846275,0.772727273,0,110.9462121,0
"16/40. Hussein's regime fell quickly, but he evaded capture until December 2003, found hiding in a small underground hole. #SaddamCaptured",138,2,5.95,20,20,4,100,0,16,7,19,8,7,21.812,20,13.46033333,0.992,11.20814326,1.25,4,82.475,0
18/40. against humanity. His trial was controversial and highly watched globally. #SaddamTrial,94,3,6.916666667,12,12,3,71,0,9,5,11,4,5,22.86,18.26666667,14.61,0.5952,14.55459255,1.333333333,8,47.675,0
"19/40. Saddam was charged with the 1982 massacre of 148 Shiites in Dujail, an act of brutal repression. #JusticeForDujail",121,2,5.421052632,19,18,6,81,0,12,5,18,11,5,18.53052632,14.32631579,10.74035088,0.9424,8.841846275,1.052631579,4,85.87671053,0
"20/40. In 2006, Saddam Hussein was sentenced to death, ending one of the most infamous chapters in modern history. #SaddamSentenced",131,2,5.6,20,20,5,93,0,14,6,19,8,6,19.754,14,11.81183333,0.992,13.0238668,1.1,5,78.245,0
